EmployeeNumber,CarrierCode,GroupNumber,ProductCode,ProductItemCode,CertNumber,CoverageAmount,AnnualizedPremium,EffectiveDate,OriginalEffectiveDate,Status,Status Date,AgentCode,AppDate,IssuedDate,RenewalDate,State,PaidToDate,Line of Business,Location of Enrollment,Source of Application,Enrollment Method,OutofForceStatus,Writing Agent SplitPercentage_1,WritingNumber_2,SplitPercentage_2,WritingNumber_3,SplitPercentage_3,WritingNumber_4,SplitPercentage_4,WritingNumber_5,SplitPercentage_5,WritingNumber_6,SplitPercentage_6,WritingNumber_7,SplitPercentage_7,WritingNumber_8,SplitPercentage_8,WritingNumber_9,SplitPercentage_9,WritingNumber_10,SplitPercentage_10,Commissionable Percentage,SigningAgentCode,BuyUpNumber,Product Item Type,TransmittalNumber,Takeover_Rollover,MigrationDate,Plan Design,
PER2001177164,2500,0000024879,CI,AG.CI.21.K.V.ADDB.E.,0000000625,0.00###0.0,0.00###0.0,01012020,01012020,Active,01012020,1002,10162019,,12319999,KY,12312022###12312019,CI,KY,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001177164,2500,0000024879,CI,AG.CI.21.K.V.CANC.E.,0000000625,0.00###0.0,0.00###0.0,01012020,01012020,Active,01012020,1002,10162019,,12319999,KY,12312022###12312019,CI,KY,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001177164,2500,0000024879,CI,AG.CI.21.K.V.HSB.E.,0000000625,0.00###0.0,18.24,01012020,01012020,Active,01012020,1002,10162019,,12319999,KY,12312022###12312019,CI,KY,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.INAC.E.,0000000008,0.00###0.0,61.44,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.AFCC.E.,0000000008,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.HOSC.E.,0000000008,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.LCEC.E.,0000000008,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.WELL.E.,0000000008,0.00###0.0,5.04,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.INAC.C.,0000000008,0.00###0.0,63.60###63.6,01012020,01012020,Active,01012020,1002,10162019,,12319999,OH,12312022###12312019,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176820,2500,0000024879,AC,AG.AC.70.K.V.HOSC.C.,0000000453,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,OH,12312022,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176820,2500,0000024879,AC,AG.AC.70.K.V.LCEC.C.,0000000453,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,OH,12312022,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176820,2500,0000024879,AC,AG.AC.70.K.V.WELL.C.,0000000453,0.00###0.0,5.40###5.4,01012023,01012023,Active,01012023,1002,12222022,,12319999,OH,12312022,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176820,2500,0000024879,CI,AG.CI.21.K.V.BASE.E.,0000000453,10000.00###10000.0,192.48,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,CI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001176820,2500,0000024879,CI,AG.CI.21.K.V.ADDB.E.,0000000453,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,CI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176820,2500,0000024879,CI,AG.CI.21.K.V.CANC.E.,0000000453,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,CI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001177164,2500,0000024879,CI,AG.CI.21.K.V.SKCA.E.,0000000625,0.00###0.0,0.00###0.0,01012020,01012020,Active,01012020,1002,10162019,,12319999,KY,12312022###12312019,CI,KY,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001177164,2500,0000024879,HI,AG.HI.80.K.V.HOSC.E.,0000000625,0.00###0.0,53.28,01012020,01012020,Active,01012020,1002,10162019,,12319999,KY,12312022###12312019,HI,KY,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,55.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001177164,2500,0000024879,HI,AG.HI.80.K.V.ADMI.E.,0000000625,0.00###0.0,55.20###55.2,01012020,01012020,Active,01012020,1002,10162019,,12319999,KY,12312022###12312019,HI,KY,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,55.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176069,2500,0000024879,AC,AG.AC.70.K.V.INAC.E.,0000000086,0.00###0.0,61.44,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,AC,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001176069,2500,0000024879,AC,AG.AC.70.K.V.AFCC.E.,0000000086,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,AC,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176069,2500,0000024879,AC,AG.AC.70.K.V.HOSC.E.,0000000086,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,AC,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.AFCC.C.,0000000008,0.00###0.0,0.00###0.0,01012020,01012020,Active,01012020,1002,10162019,,12319999,OH,12312022###12312019,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.HOSC.C.,0000000008,0.00###0.0,0.00###0.0,01012020,01012020,Active,01012020,1002,10162019,,12319999,OH,12312022###12312019,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.LCEC.C.,0000000008,0.00###0.0,0.00###0.0,01012020,01012020,Active,01012020,1002,10162019,,12319999,OH,12312022###12312019,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,AC,AG.AC.70.K.V.WELL.C.,0000000008,0.00###0.0,5.40###5.4,01012020,01012020,Active,01012020,1002,10162019,,12319999,OH,12312022###12312019,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,CI,AG.CI.21.K.V.BASE.E.,0000000008,10000.00###10000.0,99.96,01012019,01012019,Active,01012019,1002,12032018,,12319999,OH,12312022###12312018,CI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,CI,AG.CI.21.K.V.ADDB.E.,0000000008,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,12032018,,12319999,OH,12312022###12312018,CI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176069,2500,0000024879,AC,AG.AC.70.K.V.LCEC.E.,0000000086,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,AC,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176069,2500,0000024879,AC,AG.AC.70.K.V.WELL.E.,0000000086,0.00###0.0,5.04,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,AC,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176069,2500,0000024879,HI,AG.HI.80.K.V.HOSC.E.,0000000086,0.00###0.0,53.28,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,HI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,55.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001176069,2500,0000024879,HI,AG.HI.80.K.V.ADMI.E.,0000000086,0.00###0.0,55.20###55.2,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,HI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,55.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.BASE.E.,0000000980,20000.00###20000.0,199.80###199.8,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.ADDB.E.,0000000980,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674510,2500,0000024879,AC,AG.AC.70.K.V.HOSC.E.,0000001031,0.00###0.0,0.00###0.0,12012022,12012022,Active,12012022,1002,11162022,,12319999,KY,12312022###11302022,AC,KY,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674510,2500,0000024879,AC,AG.AC.70.K.V.LCEC.E.,0000001031,0.00###0.0,0.00###0.0,12012022,12012022,Active,12012022,1002,11162022,,12319999,KY,12312022###11302022,AC,KY,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674510,2500,0000024879,AC,AG.AC.70.K.V.WELL.E.,0000001031,0.00###0.0,5.04,12012022,12012022,Active,12012022,1002,11162022,,12319999,KY,12312022###11302022,AC,KY,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176669,2500,0000024879,AC,AG.AC.70.K.V.INAC.E.,0000000374,0.00###0.0,61.44,01012019,01012019,Active,01012019,1002,11282018,,12319999,IN,12312022###12312018,AC,IN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001176669,2500,0000024879,AC,AG.AC.70.K.V.AFCC.E.,0000000374,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,IN,12312022###12312018,AC,IN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176669,2500,0000024879,AC,AG.AC.70.K.V.HOSC.E.,0000000374,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,IN,12312022###12312018,AC,IN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,CI,AG.CI.21.K.V.CANC.E.,0000000008,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,12032018,,12319999,OH,12312022###12312018,CI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,CI,AG.CI.21.K.V.HSB.E.,0000000008,0.00###0.0,18.24,01012019,01012019,Active,01012019,1002,12032018,,12319999,OH,12312022###12312018,CI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,CI,AG.CI.21.K.V.SKCA.E.,0000000008,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,12032018,,12319999,OH,12312022###12312018,CI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,HI,AG.HI.80.K.V.HOSC.E.,0000000008,0.00###0.0,53.28,01012021,01012021,Active,01012021,1002,12102020,,12319999,OH,12312022###12312020,HI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,55.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001175901,2500,0000024879,HI,AG.HI.80.K.V.ADMI.E.,0000000008,0.00###0.0,55.20###55.2,01012021,01012021,Active,01012021,1002,12102020,,12319999,OH,12312022###12312020,HI,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,55.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176750,2500,0000024879,AC,AG.AC.70.K.V.INAC.E.,0000000414,0.00###0.0,61.44,01012019,01012019,Active,01012019,1002,11282018,,12319999,TN,12312022###12312018,AC,TN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.CANC.E.,0000000980,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.HSB.E.,0000000980,0.00###0.0,18.24,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.SKCA.E.,0000000980,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.BASE.S.,0000000980,10000.00###10000.0,58.68,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.ADDB.S.,0000000980,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.CANC.S.,0000000980,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176437,2500,0000024879,AC,AG.AC.70.K.V.INAC.E.,0000000256,0.00###0.0,61.44,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001176437,2500,0000024879,AC,AG.AC.70.K.V.AFCC.E.,0000000256,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176437,2500,0000024879,AC,AG.AC.70.K.V.HOSC.E.,0000000256,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176437,2500,0000024879,AC,AG.AC.70.K.V.LCEC.E.,0000000256,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176437,2500,0000024879,AC,AG.AC.70.K.V.WELL.E.,0000000256,0.00###0.0,5.04,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176437,2500,0000024879,AC,AG.AC.70.K.V.INAC.S.,0000000256,0.00###0.0,41.04,01012019,01012019,Active,01012019,1002,11282018,,12319999,OH,12312022###12312018,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176750,2500,0000024879,AC,AG.AC.70.K.V.AFCC.E.,0000000414,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,TN,12312022###12312018,AC,TN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176750,2500,0000024879,AC,AG.AC.70.K.V.HOSC.E.,0000000414,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,TN,12312022###12312018,AC,TN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176750,2500,0000024879,AC,AG.AC.70.K.V.LCEC.E.,0000000414,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,TN,12312022###12312018,AC,TN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176750,2500,0000024879,AC,AG.AC.70.K.V.WELL.E.,0000000414,0.00###0.0,5.04,01012019,01012019,Active,01012019,1002,11282018,,12319999,TN,12312022###12312018,AC,TN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176750,2500,0000024879,AC,AG.AC.70.K.V.INAC.S.,0000000414,0.00###0.0,41.04,01012019,01012019,Active,01012019,1002,11282018,,12319999,TN,12312022###12312018,AC,TN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001176750,2500,0000024879,AC,AG.AC.70.K.V.AFCC.S.,0000000414,0.00###0.0,0.00###0.0,01012019,01012019,Active,01012019,1002,11282018,,12319999,TN,12312022###12312018,AC,TN,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.HSB.S.,0000000980,0.00###0.0,18.24,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2010674427,2500,0000024879,CI,AG.CI.21.K.V.SKCA.S.,0000000980,0.00###0.0,0.00###0.0,01012023,01012023,Active,01012023,1002,12222022,,12319999,GA,12312022,CI,GA,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,70.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
PER2001177177,2500,0000024879,AC,AG.AC.70.K.V.INAC.E.,0000000635,0.00###0.0,61.44,01012020,01012020,Active,01012020,1002,10162019,,12319999,OH,12312022###12312019,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Base Coverage,,None,2023-01-01 00:00:00.0,MP1,
PER2001177177,2500,0000024879,AC,AG.AC.70.K.V.AFCC.E.,0000000635,0.00###0.0,0.00###0.0,01012020,01012020,Active,01012020,1002,10162019,,12319999,OH,12312022###12312019,AC,OH,Paper,HR Enrolled,,0.0,GL894,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,65.0,1002,-1,Rider,,None,2023-01-01 00:00:00.0,MP1,
